Region,X,Y,ImageHeight,ImageWidth,Image_Width,Image_Height
9,0.859878357211798,227.081820916826,500,500,362.360426706671,390.544015450523
9,0.918264128429893,227.584214538046,500,500,362.360426706671,390.544015450523
9,1.28438195897911,227.876932293532,500,500,362.360426706671,390.544015450523
9,2.10236691665514,227.771403980212,500,500,362.360426706671,390.544015450523
9,2.28542583192996,227.917762857955,500,500,362.360426706671,390.544015450523
9,2.449022823465,227.896657195292,500,500,362.360426706671,390.544015450523
9,3.73043523038748,228.921169339487,500,500,362.360426706671,390.544015450523
9,3.89403222192293,228.900063676824,500,500,362.360426706671,390.544015450523
9,4.07709113719734,229.046422554567,500,500,362.360426706671,390.544015450523
9,4.24068812873282,229.025316891902,500,500,362.360426706671,390.544015450523
9,5.33904162038044,229.903470158357,500,500,362.360426706671,390.544015450523
9,5.50263861191591,229.882364495694,500,500,362.360426706671,390.544015450523
9,5.8687564424651,230.175082251177,500,500,362.360426706671,390.544015450523
9,5.88821836620451,230.342546791584,500,500,362.360426706671,390.544015450523
9,6.43739511202858,230.781623424811,500,500,362.360426706671,390.544015450523
9,6.60099210356361,230.760517762148,500,500,362.360426706671,390.544015450523
9,8.61464017158492,232.370465417314,500,500,362.360426706671,390.544015450523
9,8.63410209532426,232.53792995772,500,500,362.360426706671,390.544015450523
9,9.00021992587352,232.830647713206,500,500,362.360426706671,390.544015450523
9,9.07806762083138,233.500505874829,500,500,362.360426706671,390.544015450523
9,8.93393255303567,233.689076077898,500,500,362.360426706671,390.544015450523
9,9.01178024799318,234.358934239524,500,500,362.360426706671,390.544015450523
9,9.3778980785428,234.65165199501,500,500,362.360426706671,390.544015450523
9,9.39736000228214,234.819116535414,500,500,362.360426706671,390.544015450523
9,9.58041891755659,234.965475413157,500,500,362.360426706671,390.544015450523
9,9.59988084129592,235.132939953563,500,500,362.360426706671,390.544015450523
9,9.78293975657073,235.279298831307,500,500,362.360426706671,390.544015450523
9,9.80240168031014,235.446763371712,500,500,362.360426706671,390.544015450523
9,9.98546059558495,235.593122249454,500,500,362.360426706671,390.544015450523
9,10.0243844430637,235.928051330266,500,500,362.360426706671,390.544015450523
9,10.2074433583385,236.074410208009,500,500,362.360426706671,390.544015450523
9,10.2269052820779,236.241874748415,500,500,362.360426706671,390.544015450523
9,10.9591409431763,236.827310259384,500,500,362.360426706671,390.544015450523
9,10.998064790655,237.162239340196,500,500,362.360426706671,390.544015450523
9,11.1811237059298,237.308598217939,500,500,362.360426706671,390.544015450523
9,11.2395094771484,237.810991839158,500,500,362.360426706671,390.544015450523
9,11.4225683924232,237.957350716899,500,500,362.360426706671,390.544015450523
9,11.5782637823385,239.297067040149,500,500,362.360426706671,390.544015450523
9,11.7613226976129,239.44342591789,500,500,362.360426706671,390.544015450523
9,11.800246545092,239.778354998703,500,500,362.360426706671,390.544015450523
9,11.9833054603665,239.924713876445,500,500,362.360426706671,390.544015450523
9,12.2363104689795,242.101752901725,500,500,362.360426706671,390.544015450523
9,12.4193693842538,242.248111779468,500,500,362.360426706671,390.544015450523
9,12.4777551554719,242.750505400687,500,500,362.360426706671,390.544015450523
9,12.6608140707468,242.896864278427,500,500,362.360426706671,390.544015450523
9,12.6997379182255,243.23179335924,500,500,362.360426706671,390.544015450523
9,12.8827968335003,243.378152236983,500,500,362.360426706671,390.544015450523
9,12.9022587572401,243.545616777389,500,500,362.360426706671,390.544015450523
9,13.0853176725145,243.69197565513,500,500,362.360426706671,390.544015450523
9,13.1047795962539,243.859440195536,500,500,362.360426706671,390.544015450523
9,13.470897426803,244.152157951023,500,500,362.360426706671,390.544015450523
9,13.4903593505425,244.319622491427,500,500,362.360426706671,390.544015450523
9,13.6734182658173,244.46598136917,500,500,362.360426706671,390.544015450523
9,13.6928801895566,244.633445909576,500,500,362.360426706671,390.544015450523
9,13.8759391048315,244.77980478732,500,500,362.360426706671,390.544015450523
9,13.8954010285708,244.947269327726,500,500,362.360426706671,390.544015450523
9,14.0784599438456,245.093628205467,500,500,362.360426706671,390.544015450523
9,15.3872358761272,244.924782904157,500,500,362.360426706671,390.544015450523
9,15.5313709439229,244.736212701088,500,500,362.360426706671,390.544015450523
9,15.4145994014862,243.731425458651,500,500,362.360426706671,390.544015450523
9,15.0484815709371,243.438707703166,500,500,362.360426706671,390.544015450523
9,15.0095577234583,243.103778622354,500,500,362.360426706671,390.544015450523
9,14.8264988081835,242.957419744613,500,500,362.360426706671,390.544015450523
9,14.8070368844442,242.789955204206,500,500,362.360426706671,390.544015450523
9,14.6239779691693,242.643596326464,500,500,362.360426706671,390.544015450523
9,14.6045160454299,242.476131786058,500,500,362.360426706671,390.544015450523
9,14.2383982148807,242.183414030573,500,500,362.360426706671,390.544015450523
9,14.2189362911413,242.015949490167,500,500,362.360426706671,390.544015450523
